plate_x,plate_z,description,pitch_name,release_speed,game_date,game_pk,home_team,away_team,pitcher_team,is_strike
1.12,3.56,ball,4-Seam Fastball,95.9,10/25/2024,775300,LAD,NYY,NYY,0
1.29,2.36,ball,4-Seam Fastball,95.5,10/25/2024,775300,LAD,NYY,NYY,0
1.82,1.91,ball,Sweeper,84.6,10/25/2024,775300,LAD,NYY,LAD,0
0.44,2.74,called_strike,Sweeper,83.2,10/25/2024,775300,LAD,NYY,LAD,1
0.84,2.04,called_strike,Sweeper,84.3,10/25/2024,775300,LAD,NYY,LAD,1
0.6,-0.08,ball,Cutter,89.8,10/25/2024,775300,LAD,NYY,LAD,0
-1.17,4.32,ball,4-Seam Fastball,96.9,10/25/2024,775300,LAD,NYY,LAD,0
1.19,3.11,ball,4-Seam Fastball,97.6,10/25/2024,775300,LAD,NYY,LAD,0
-0.49,3.63,ball,4-Seam Fastball,98.9,10/25/2024,775300,LAD,NYY,LAD,0
-0.34,1.85,called_strike,4-Seam Fastball,98.2,10/25/2024,775300,LAD,NYY,LAD,1
-0.07,3.96,ball,4-Seam Fastball,98.5,10/25/2024,775300,LAD,NYY,LAD,0
0.94,2.25,ball,4-Seam Fastball,96.5,10/25/2024,775300,LAD,NYY,NYY,0
0.07,1.22,called_strike,4-Seam Fastball,96.3,10/25/2024,775300,LAD,NYY,NYY,1
-1.82,2.22,ball,Changeup,87.4,10/25/2024,775300,LAD,NYY,NYY,0
0.09,2.4,called_strike,Changeup,87.1,10/25/2024,775300,LAD,NYY,NYY,1
0.24,1.43,ball,4-Seam Fastball,93.9,10/25/2024,775300,LAD,NYY,LAD,0
-0.46,1.14,ball,Slider,85.5,10/25/2024,775300,LAD,NYY,LAD,0
-0.45,1.91,called_strike,4-Seam Fastball,94.2,10/25/2024,775300,LAD,NYY,LAD,1
0.15,3.99,ball,4-Seam Fastball,93,10/25/2024,775300,LAD,NYY,LAD,0
-0.81,4.45,ball,4-Seam Fastball,93.6,10/25/2024,775300,LAD,NYY,LAD,0
-1.14,3.68,ball,4-Seam Fastball,94,10/25/2024,775300,LAD,NYY,LAD,0
-1.57,1.77,ball,Slider,86.8,10/25/2024,775300,LAD,NYY,LAD,0
0.28,1.52,called_strike,Slider,85.8,10/25/2024,775300,LAD,NYY,LAD,1
-1.55,0.37,ball,Slider,84.8,10/25/2024,775300,LAD,NYY,LAD,0
0.65,3.49,ball,Slider,88.4,10/25/2024,775300,LAD,NYY,NYY,0
1.29,1.47,ball,Sinker,98.1,10/25/2024,775300,LAD,NYY,NYY,0
-1.26,4.29,ball,4-Seam Fastball,97.3,10/25/2024,775300,LAD,NYY,NYY,0
1.49,-0.19,ball,Slider,89.9,10/25/2024,775300,LAD,NYY,NYY,0
1.46,1.06,ball,Slider,88.6,10/25/2024,775300,LAD,NYY,NYY,0
-0.17,1.96,called_strike,Slider,89.1,10/25/2024,775300,LAD,NYY,NYY,1
0.48,2.32,called_strike,Sinker,98.6,10/25/2024,775300,LAD,NYY,LAD,1
1.92,2.42,ball,Sinker,99.6,10/25/2024,775300,LAD,NYY,LAD,0
1.6,1.31,ball,Slider,88.8,10/25/2024,775300,LAD,NYY,LAD,0
-0.83,3.09,called_strike,Sinker,99.2,10/25/2024,775300,LAD,NYY,LAD,1
-1.24,5.14,ball,Cutter,97.6,10/25/2024,775300,LAD,NYY,LAD,0
-0.61,1.02,ball,Slider,89.1,10/25/2024,775300,LAD,NYY,LAD,0
1.53,3.53,ball,Sinker,98.1,10/25/2024,775300,LAD,NYY,LAD,0
-0.12,2.08,called_strike,Sinker,99.2,10/25/2024,775300,LAD,NYY,LAD,1
1.25,2.76,ball,Slider,92.3,10/25/2024,775300,LAD,NYY,LAD,0
1.21,3.33,ball,4-Seam Fastball,97.9,10/25/2024,775300,LAD,NYY,NYY,0
1.61,0.84,ball,Cutter,91.6,10/25/2024,775300,LAD,NYY,NYY,0
0.59,2.8,called_strike,Knuckle Curve,85.6,10/25/2024,775300,LAD,NYY,NYY,1
-1.81,2.71,ball,Changeup,89,10/25/2024,775300,LAD,NYY,NYY,0
1.08,2.56,ball,4-Seam Fastball,95.6,10/25/2024,775300,LAD,NYY,NYY,0
-0.75,3.07,called_strike,4-Seam Fastball,96.3,10/25/2024,775300,LAD,NYY,LAD,1
-0.93,1.88,ball,Slider,88,10/25/2024,775300,LAD,NYY,LAD,0
0.65,4.22,ball,Slider,86.2,10/25/2024,775300,LAD,NYY,LAD,0
-0.38,2.42,called_strike,4-Seam Fastball,96.3,10/25/2024,775300,LAD,NYY,LAD,1
-2.02,-0.03,ball,Slider,87.8,10/25/2024,775300,LAD,NYY,LAD,0
-0.43,2.62,called_strike,4-Seam Fastball,96.8,10/25/2024,775300,LAD,NYY,LAD,1
-0.98,1.77,ball,4-Seam Fastball,93.4,10/25/2024,775300,LAD,NYY,LAD,0
-1.3,6.91,ball,4-Seam Fastball,88.8,10/25/2024,775300,LAD,NYY,LAD,0
0.98,1.19,ball,Slider,87.1,10/25/2024,775300,LAD,NYY,LAD,0
-1.02,1.45,ball,4-Seam Fastball,91.4,10/25/2024,775300,LAD,NYY,LAD,0
-1.89,2.2,ball,Knuckle Curve,77.6,10/25/2024,775300,LAD,NYY,LAD,0
0.61,1.41,ball,Knuckle Curve,79.5,10/25/2024,775300,LAD,NYY,LAD,0
-0.21,2.87,called_strike,4-Seam Fastball,94,10/25/2024,775300,LAD,NYY,LAD,1
-1.39,4.19,ball,Knuckle Curve,82.7,10/25/2024,775300,LAD,NYY,NYY,0
1.08,1.74,ball,Cutter,91.4,10/25/2024,775300,LAD,NYY,NYY,0
-0.07,1.76,called_strike,Slider,89,10/25/2024,775300,LAD,NYY,NYY,1
-1.27,3.81,ball,4-Seam Fastball,96.2,10/25/2024,775300,LAD,NYY,NYY,0
0.27,2.26,called_strike,4-Seam Fastball,96.7,10/25/2024,775300,LAD,NYY,NYY,1
0.53,1.07,ball,Slider,85.3,10/25/2024,775300,LAD,NYY,LAD,0
-0.62,2.25,called_strike,Knuckle Curve,77.2,10/25/2024,775300,LAD,NYY,LAD,1
-0.36,2.89,called_strike,4-Seam Fastball,91.9,10/25/2024,775300,LAD,NYY,LAD,1
-1.04,3.4,ball,4-Seam Fastball,93.4,10/25/2024,775300,LAD,NYY,LAD,0
0.83,-0.23,ball,Knuckle Curve,79.2,10/25/2024,775300,LAD,NYY,LAD,0
-0.38,4.23,ball,4-Seam Fastball,92.3,10/25/2024,775300,LAD,NYY,LAD,0
-0.08,2.36,called_strike,4-Seam Fastball,91.7,10/25/2024,775300,LAD,NYY,LAD,1
1.2,0.9,ball,Slider,90.4,10/25/2024,775300,LAD,NYY,NYY,0
1.33,2.23,ball,4-Seam Fastball,97.1,10/25/2024,775300,LAD,NYY,NYY,0
0.63,1.69,ball,4-Seam Fastball,96.9,10/25/2024,775300,LAD,NYY,NYY,0
-0.96,2.17,called_strike,Slider,89.9,10/25/2024,775300,LAD,NYY,NYY,1
1.03,2.37,ball,Cutter,91.4,10/25/2024,775300,LAD,NYY,NYY,0
1.2,2.28,ball,Slider,88.9,10/25/2024,775300,LAD,NYY,NYY,0
0.55,2.01,called_strike,4-Seam Fastball,96.4,10/25/2024,775300,LAD,NYY,NYY,1
-1.48,3.08,ball,4-Seam Fastball,93.9,10/25/2024,775300,LAD,NYY,LAD,0
-2.13,1.73,ball,Sinker,87.5,10/25/2024,775300,LAD,NYY,LAD,0
-0.48,2.37,called_strike,4-Seam Fastball,95,10/25/2024,775300,LAD,NYY,LAD,1
-0.5,1.34,ball,Knuckle Curve,78.8,10/25/2024,775300,LAD,NYY,LAD,0
0.61,3.75,ball,Cutter,92.8,10/25/2024,775300,LAD,NYY,NYY,0
-0.13,1.28,ball,Changeup,90.2,10/25/2024,775300,LAD,NYY,NYY,0
0.59,1.45,ball,4-Seam Fastball,96.6,10/25/2024,775300,LAD,NYY,NYY,0
-1.21,2.67,ball,Changeup,89.9,10/25/2024,775300,LAD,NYY,NYY,0
0.46,2.91,called_strike,4-Seam Fastball,97.2,10/25/2024,775300,LAD,NYY,NYY,1
0.32,0.64,ball,Knuckle Curve,84.5,10/25/2024,775300,LAD,NYY,NYY,0
-1.15,4.01,ball,4-Seam Fastball,94.9,10/25/2024,775300,LAD,NYY,NYY,0
1.28,0.07,ball,Knuckle Curve,79.4,10/25/2024,775300,LAD,NYY,LAD,0
0.61,1.05,ball,Slider,86.5,10/25/2024,775300,LAD,NYY,LAD,0
-0.18,1.31,ball,Slider,85.9,10/25/2024,775300,LAD,NYY,LAD,0
-0.99,2.81,called_strike,Slider,84.5,10/25/2024,775300,LAD,NYY,LAD,1
-1.99,2.53,ball,Knuckle Curve,77.4,10/25/2024,775300,LAD,NYY,LAD,0
0.52,1.88,called_strike,4-Seam Fastball,97,10/25/2024,775300,LAD,NYY,NYY,1
0.59,1.75,ball,4-Seam Fastball,97.8,10/25/2024,775300,LAD,NYY,NYY,0
0.88,2.31,ball,4-Seam Fastball,97,10/25/2024,775300,LAD,NYY,NYY,0
1.47,2.37,ball,4-Seam Fastball,98.2,10/25/2024,775300,LAD,NYY,NYY,0
-0.53,2.4,called_strike,Knuckle Curve,82.9,10/25/2024,775300,LAD,NYY,NYY,1
0,1.36,ball,Knuckle Curve,83.7,10/25/2024,775300,LAD,NYY,NYY,0
1.03,3,ball,4-Seam Fastball,96.2,10/25/2024,775300,LAD,NYY,NYY,0
-0.15,0.88,ball,Knuckle Curve,80.8,10/25/2024,775300,LAD,NYY,LAD,0
-0.75,3.42,called_strike,4-Seam Fastball,94.7,10/25/2024,775300,LAD,NYY,LAD,1
-0.15,1.97,called_strike,4-Seam Fastball,93.4,10/25/2024,775300,LAD,NYY,LAD,1
-0.98,3.02,ball,4-Seam Fastball,94.7,10/25/2024,775300,LAD,NYY,LAD,0
0.87,2.44,ball,4-Seam Fastball,94.1,10/25/2024,775300,LAD,NYY,LAD,0
-0.38,2.62,called_strike,Knuckle Curve,77.9,10/25/2024,775300,LAD,NYY,LAD,1
-0.75,2.14,called_strike,Slider,85.5,10/25/2024,775300,LAD,NYY,LAD,1
0.7,1.24,ball,Slider,85,10/25/2024,775300,LAD,NYY,LAD,0
-1.77,1.96,ball,Knuckle Curve,78.7,10/25/2024,775300,LAD,NYY,LAD,0
-0.18,4.64,ball,4-Seam Fastball,92.4,10/25/2024,775300,LAD,NYY,LAD,0
-0.62,3.24,called_strike,4-Seam Fastball,94.9,10/25/2024,775300,LAD,NYY,LAD,1
-0.38,4.42,ball,4-Seam Fastball,96.5,10/25/2024,775300,LAD,NYY,NYY,0
0.01,2.12,called_strike,4-Seam Fastball,94.8,10/25/2024,775300,LAD,NYY,NYY,1
0.48,1.78,called_strike,4-Seam Fastball,94,10/25/2024,775300,LAD,NYY,NYY,1
-1.02,1.5,called_strike,Knuckle Curve,78.7,10/25/2024,775300,LAD,NYY,LAD,1
-1.02,2.61,called_strike,4-Seam Fastball,93.5,10/25/2024,775300,LAD,NYY,LAD,1
-1.16,2.96,ball,Knuckle Curve,80.6,10/25/2024,775300,LAD,NYY,LAD,0
-0.53,2.02,called_strike,4-Seam Fastball,92.9,10/25/2024,775300,LAD,NYY,LAD,1
-0.77,1.13,ball,Knuckle Curve,81.6,10/25/2024,775300,LAD,NYY,LAD,0
0.78,1.97,called_strike,4-Seam Fastball,94.3,10/25/2024,775300,LAD,NYY,LAD,1
0.57,1.42,ball,4-Seam Fastball,94.8,10/25/2024,775300,LAD,NYY,LAD,0
-0.35,1.19,ball,Knuckle Curve,78.2,10/25/2024,775300,LAD,NYY,LAD,0
-1.17,2.74,ball,Knuckle Curve,78.9,10/25/2024,775300,LAD,NYY,LAD,0
-1.89,2.37,ball,4-Seam Fastball,94.7,10/25/2024,775300,LAD,NYY,LAD,0
0.7,1.94,ball,Slider,88.6,10/25/2024,775300,LAD,NYY,LAD,0
-0.44,0.97,ball,4-Seam Fastball,96.4,10/25/2024,775300,LAD,NYY,LAD,0
